Latitude,Longitude,Genus,Date.Planted,Diameter.Breast.Height,Useful.Life.Expectency.Value,Located.in,Year.Planted
-37.81084885,144.9766462,Populus,29/05/2020,NA,NA,Street,2020
-37.81327026,144.9785264,Ulmus,9/6/2020,NA,NA,Park,2020
-37.81456547,144.9823221,Taxodium,20/07/2010,1,80,Park,2010
-37.81282549,144.9799526,Cordyline,19/08/2016,NA,NA,Park,2016
-37.81644413,144.9800132,Pinus,10/9/1998,98,60,Park,1998
-37.81090998,144.98222,Grevillea,6/6/2013,NA,NA,Park,2013
-37.81264722,144.9796946,Ulmus,14/10/1998,23,80,Park,1998
-37.81211459,144.9792883,Acacia,31/07/2013,NA,NA,Park,2013
-37.8106319,144.9812071,Ficus,15/10/1998,109,30,Park,1998
-37.81064474,144.9752886,Pistacia,15/04/2020,NA,NA,Street,2020
-37.81341767,144.9803213,Archontophoenix,7/7/2015,NA,NA,Park,2015
-37.81331212,144.9779416,Ficus,10/12/1998,126,30,Park,1998
-37.81270552,144.9803139,Washingtonia,15/05/2015,NA,NA,Park,2015
-37.81623882,144.9803747,Fraxinus,12/5/2020,NA,NA,Park,2020
-37.81646351,144.9765391,Pyrus,19/10/2010,NA,NA,Street,2010
-37.81308221,144.9811125,Ulmus,15/10/1998,98,20,Park,1998
-37.81492605,144.9755243,Agathis,16/10/1998,73,60,Park,1998
-37.81588536,144.9772865,Syzygium,26/05/2005,7,10,Park,2005
-37.81348254,144.9802788,Phoenix,7/7/2015,NA,NA,Park,2015
-37.81403105,144.976959,Liquidambar,16/10/1998,NA,NA,Park,1998
-37.81236984,144.9787915,Platanus,14/10/1998,77,5,Park,1998
-37.81080001,144.98245,Ficus,6/6/2013,NA,NA,Park,2013
-37.81560675,144.9817369,Agathis,13/10/1998,92,60,Park,1998
-37.81087602,144.9795987,Ficus,14/10/1998,246,60,Park,1998
-37.81302147,144.981002,Ulmus,15/10/1998,NA,NA,Park,1998
-37.81485543,144.9821994,Agathis,20/01/2006,8,80,Park,2006
-37.81310883,144.9827341,Araucaria,14/07/2000,28,80,Park,2000
-37.81323498,144.9806935,Ulmus,15/10/1998,NA,NA,Park,1998
-37.81200374,144.9797922,Trachycarpus,,NA,NA,Street,NA
-37.8130532,144.9779986,Ulmus,14/10/1998,117,20,Park,1998
-37.81204323,144.9799561,Washingtonia,,NA,NA,Park,NA
-37.81386578,144.9797776,Ulmus,13/10/1998,167,20,Park,1998
-37.81420804,144.9757581,Ficus,16/10/1998,136,60,Park,1998
-37.81594215,144.9777439,Pittosporum,10/12/1998,10,10,Park,1998
-37.81087954,144.9769537,Populus,29/05/2020,NA,NA,Street,2020
-37.81489481,144.9798445,Syzygium,4/12/2014,NA,NA,Park,2014
-37.81354815,144.9765362,Lagerstroemia,27/07/2016,NA,NA,Park,2016
-37.81486425,144.9798332,Syzygium,4/12/2014,NA,NA,Park,2014
-37.81291187,144.9799294,Ulmus,14/10/1998,NA,NA,Park,1998
-37.81574098,144.9754507,Corymbia,10/12/1998,74,60,Park,1998
-37.81534286,144.979539,Acacia,2/9/2016,NA,NA,Park,2016
-37.81175424,144.9788855,Ulmus,14/10/1998,112,20,Park,1998
-37.81599003,144.97515,Platanus,19/10/2012,NA,NA,Street,2012
-37.8150858,144.9753183,Lophostemon,16/10/1998,66,60,Park,1998
-37.81132681,144.9806451,Ulmus,14/10/1998,NA,NA,Park,1998
-37.8157415,144.9755388,Corymbia,10/12/1998,33,30,Park,1998
-37.81202791,144.9786009,Lagunaria,2/1/2000,70,30,Park,2000
-37.81241036,144.9794877,Syzygium,9/11/2011,NA,NA,Park,2011
-37.81079545,144.9783487,Ulmus,14/10/1998,NA,NA,Park,1998
-37.81633009,144.9808148,Aesculus,14/11/2016,NA,NA,Park,2016
-37.81167919,144.9820606,Maclura,4/5/2015,NA,NA,Park,2015
-37.8148897,144.9750035,Phoenix,2/1/2000,60,60,Park,2000
-37.8147306,144.9748492,Lagunaria,2/1/2000,NA,NA,Park,2000
-37.81518943,144.9797149,Acacia,2/9/2016,NA,NA,Park,2016
-37.81570053,144.9824341,Ficus,6/6/2007,11,80,Park,2007
-37.81288047,144.9801842,Ceiba,22/09/2015,NA,NA,Park,2015
-37.81221324,144.9791182,Ulmus,14/10/1998,108,20,Park,1998
-37.81168317,144.9754985,Platanus,21/11/1997,40,10,Street,1997
-37.81252894,144.9829511,Araucaria,14/07/2000,23,80,Park,2000
-37.81367111,144.9802182,Syzygium,2/1/2000,27,60,Park,2000
-37.81580829,144.9784765,Schinus,10/12/1998,70,60,Street,1998
-37.81550512,144.9790589,Calodendrum,10/12/1998,NA,NA,Park,1998
-37.81618844,144.9797438,UNKNOWN,12/5/2020,NA,NA,Park,2020
-37.81526086,144.9798807,Atherosperma,10/6/2015,NA,NA,Park,2015
-37.81228941,144.9796656,Cordyline,,NA,NA,Park,NA
-37.81336345,144.978081,Ficus,10/12/1998,187,20,Park,1998
-37.81165673,144.9818069,Macadamia,15/10/1998,NA,NA,Park,1998
-37.8140378,144.9748872,Aesculus,16/10/1998,27,10,Park,1998
-37.81623247,144.980304,Backhousia,12/5/2020,NA,NA,Park,2020
-37.81066004,144.98196,Grevillea,16/10/2012,NA,NA,Park,2012
-37.81623804,144.9804918,Elaeocarpus,12/5/2020,NA,NA,Park,2020
-37.81563511,144.9770091,Acacia,24/08/2017,NA,NA,Street,2017
-37.81071945,144.981888,Grevillea,30/04/2014,NA,NA,Park,2014
-37.81626152,144.9805789,Backhousia,12/5/2020,NA,NA,Park,2020
-37.81169395,144.9752241,Taxodium,31/08/2018,NA,NA,Park,2018
-37.81535788,144.9798525,Syzygium,2/9/2016,NA,NA,Park,2016
-37.81391074,144.9759467,Corylopsis,1/1/2000,30,10,Park,2000
-37.81433453,144.9826659,Stenocarpus,14/07/2000,NA,NA,Park,2000
-37.81357066,144.9803353,Syzygium,2/1/2000,74,20,Park,2000
-37.81254637,144.9798254,Thuja,,NA,NA,Park,NA
-37.81139995,144.9753375,Quercus,27/05/2013,NA,NA,Park,2013
-37.81089936,144.9762606,Platanus,1/1/2000,30,30,Street,2000
-37.81194367,144.9797522,Jacaranda,,NA,NA,Park,NA
-37.81430596,144.9767307,Ulmus,20/01/2006,6,80,Park,2006
-37.81374963,144.9776678,Corymbia,1/1/2000,12,80,Street,2000
-37.81325604,144.9803867,Fraxinus,14/10/1998,65,30,Park,1998
-37.81525409,144.9799116,Syzygium,4/12/2014,NA,NA,Park,2014
-37.8138223,144.9825296,Araucaria,13/10/1998,120,60,Park,1998
-37.81652975,144.9780186,Pyrus,15/06/1999,14,20,Street,1999
-37.81530315,144.9797195,Acacia,2/9/2016,NA,NA,Park,2016
-37.81105392,144.9785122,Chamaerops,14/10/1998,0,60,Park,1998
-37.81272387,144.9792875,Platanus,14/10/1998,64,5,Park,1998
-37.81481355,144.9810701,Agathis,20/01/2006,10,80,Park,2006
-37.8143255,144.9748692,Ulmus,16/10/1998,109,20,Park,1998
-37.8133052,144.9774707,Ulmus,16/10/1998,135,20,Park,1998
-37.81511766,144.9821351,Quercus,5/6/2007,3,80,Park,2007
-37.81434508,144.9755939,Ulmus,16/10/1998,122,5,Park,1998
-37.81112092,144.9825239,Grevillea,6/6/2013,NA,NA,Park,2013
-37.81164143,144.9818602,Chiranthodendron,4/5/2015,NA,NA,Park,2015
-37.81573827,144.9757071,Corymbia,10/12/1998,34,60,Park,1998
-37.81465316,144.9797738,Fraxinus,4/12/2014,NA,NA,Park,2014
-37.81439577,144.9767183,Ulmus,16/10/1998,144,5,Park,1998
-37.8119008,144.9797432,Trachycarpus,,NA,NA,Park,NA
-37.81517531,144.9812768,Araucaria,13/10/1998,NA,NA,Park,1998
-37.81360386,144.9765686,Corylopsis,2/1/2000,27,20,Park,2000
-37.81605672,144.9786852,Pittosporum,10/12/1998,17,30,Park,1998
-37.81618438,144.9796857,Grevillea,12/5/2020,NA,NA,Park,2020
-37.8147409,144.980397,Agathis,,6,80,Park,NA
-37.81269727,144.9792292,Platanus,14/10/1998,58,5,Park,1998
-37.81466609,144.9798024,Atherosperma,10/6/2015,NA,NA,Park,2015
-37.8163574,144.9815669,Elaeocarpus,11/5/2020,NA,NA,Park,2020
-37.8132845,144.9786425,Ulmus,9/6/2020,NA,NA,Park,2020
-37.81624639,144.980443,Backhousia,12/5/2020,NA,NA,Park,2020
-37.81101417,144.9803183,Aesculus,14/10/1998,NA,NA,Park,1998
-37.81422071,144.9799801,Acer,2/12/2020,NA,NA,Park,2020
-37.8135963,144.9772301,Ficus,16/10/1998,265,20,Park,1998
-37.81628974,144.9808268,Grevillea,12/5/2020,NA,NA,Park,2020
-37.81412066,144.9826705,Calodendrum,13/10/1998,46,20,Park,1998
-37.81087002,144.98216,Grevillea,30/04/2014,NA,NA,Park,2014
-37.81498728,144.9762085,Agathis,16/10/1998,50,60,Park,1998
-37.81432139,144.9798233,Acer,13/10/1998,38,10,Park,1998
-37.81617671,144.9795173,Fraxinus,14/05/2020,NA,NA,Park,2020
-37.81629235,144.9809791,Elaeocarpus,11/5/2020,NA,NA,Park,2020
-37.81168411,144.9822421,Cordyline,15/10/1998,62,20,Park,1998
-37.81598155,144.9764284,Ulmus,10/12/1998,78,5,Park,1998
-37.81208112,144.9794488,Trachycarpus,,NA,NA,Park,NA
-37.81307855,144.9791184,Araucaria,14/10/1998,110,60,Park,1998
-37.81146576,144.9815013,Syagrus,1/9/2015,NA,NA,Park,2015
-37.81625433,144.983067,Cinnamomum,3/12/2018,NA,NA,Street,2018
-37.81616826,144.9793769,Fraxinus,14/05/2020,NA,NA,Park,2020
-37.81578839,144.9783514,Schinus,24/08/2017,NA,NA,Street,2017
-37.81146342,144.979641,Pinus,14/10/1998,92,60,Park,1998
-37.81349567,144.980335,Archontophoenix,8/5/2015,NA,NA,Park,2015
-37.81362234,144.9746295,Washingtonia,14/05/2018,NA,NA,Park,2018
-37.81540574,144.9824387,Populus,13/10/1998,NA,NA,Park,1998
-37.81213278,144.9798914,Celtis,,NA,NA,Park,NA
-37.81464906,144.9762814,Ficus,16/10/1998,193,30,Park,1998
-37.81112379,144.9829488,Phoenix,15/10/1998,75,60,Park,1998
-37.81329999,144.9828721,Pinus,20/07/2010,7,80,Park,2010
-37.81084002,144.97884,Pinus,6/6/2013,NA,NA,Park,2013
-37.81170665,144.982185,Phoenix,15/10/1998,79,60,Park,1998
-37.81275484,144.9793489,Platanus,14/10/1998,74,10,Park,1998
-37.81536273,144.9796834,Acacia,26/04/2016,NA,NA,Park,2016
-37.81476285,144.9779738,Ulmus,10/12/1998,128,20,Park,1998
-37.81115108,144.9752085,Quercus,27/05/2013,NA,NA,Street,2013
-37.81338068,144.9809181,Araucaria,15/10/1998,97,60,Park,1998
-37.81432476,144.9802772,Ulmus,13/10/1998,106,10,Park,1998
-37.81491571,144.9814677,Ulmus,13/10/1998,157,10,Park,1998
-37.81069953,144.9807626,Ulmus,14/10/1998,102,10,Park,1998
-37.81194359,144.9754976,Platanus,21/11/1997,38,20,Street,1997
-37.81383307,144.9764665,Eucalyptus,25/06/2020,NA,NA,Park,2020
-37.81579552,144.9816147,Hesperocyparis,13/10/1998,44,10,Park,1998
-37.81473281,144.9797726,Fraxinus,16/10/2014,NA,NA,Park,2014
-37.81205333,144.9796099,Jacaranda,16/10/1998,36,20,Park,1998
-37.81618617,144.9798532,Elaeocarpus,14/05/2020,NA,NA,Park,2020
-37.81064,144.9822,Grevillea,16/10/2012,NA,NA,Park,2012
-37.81295522,144.981096,Ulmus,15/10/1998,127,5,Park,1998
-37.81560742,144.9767873,Acacia,24/08/2017,NA,NA,Street,2017
-37.81323069,144.9809054,Ulmus,15/10/1998,20,80,Park,1998
-37.81432055,144.9811304,Ulmus,14/08/2017,NA,NA,Park,2017
-37.81148965,144.9799357,Ulmus,1/1/2000,21,80,Park,2000
-37.81497574,144.9799185,Acacia,2/9/2016,NA,NA,Park,2016
-37.81473595,144.980061,Ulmus,10/12/1998,116,10,Park,1998
-37.81364835,144.9789494,Liriodendron,13/10/1998,NA,NA,Park,1998
-37.81306659,144.9803593,Cordyline,1/1/2000,27,20,Park,2000
-37.81081503,144.9763776,Populus,29/05/2020,NA,NA,Street,2020
-37.81629799,144.9808983,UNKNOWN,12/5/2020,NA,NA,Park,2020
-37.81619526,144.9794902,Catalpa,14/11/2016,NA,NA,Park,2016
-37.81637503,144.9815809,UNKNOWN,12/5/2020,NA,NA,Park,2020
-37.81420662,144.977789,Ulmus,10/12/1998,NA,NA,Park,1998
-37.81257249,144.9819107,Ulmus,16/10/1998,95,10,Park,1998
-37.81099123,144.9812241,Quercus,2/7/2007,5,80,Park,2007
-37.81624081,144.9790199,Corymbia,17/07/2008,8,80,Street,2008
-37.81110087,144.9807071,Ulmus,14/10/1998,107,20,Park,1998
-37.81629867,144.9805385,Quercus,14/11/2016,NA,NA,Park,2016
-37.81495549,144.975219,Araucaria,2/1/2000,76,60,Park,2000
-37.81367429,144.9760789,Fraxinus,11/7/2016,NA,NA,Park,2016
-37.81617459,144.9796985,Elaeocarpus,14/05/2020,NA,NA,Park,2020
-37.81202188,144.981512,Quercus,15/10/1998,43,30,Park,1998
-37.81302403,144.9803735,Archontophoenix,8/5/2015,NA,NA,Park,2015
-37.81641444,144.9819401,Ficus,10/12/1998,101,60,Park,1998
-37.81078014,144.9752233,Pistacia,15/04/2020,NA,NA,Street,2020
-37.81421045,144.9775923,Corymbia,21/11/1997,27,60,Street,1997
-37.81494256,144.9768628,Ficus,16/10/1998,240,60,Park,1998
-37.81147478,144.9817906,Phoenix,2/1/2000,102,80,Park,2000
-37.81602446,144.9777514,Ulmus,10/12/1998,71,30,Park,1998
-37.81361816,144.982775,Phoenix,16/10/1998,NA,NA,Park,1998
-37.81598521,144.9774703,Ulmus,10/12/1998,83,30,Park,1998
-37.81489084,144.9797184,Atherosperma,10/6/2015,NA,NA,Park,2015
-37.81431499,144.9769048,Ulmus,4/3/2010,3,80,Park,2010
-37.81366615,144.9766223,Corymbia,15/11/2019,NA,NA,Park,2019
-37.81152827,144.9808268,Ulmus,1/1/2000,43,30,Park,2000
-37.81212261,144.9791935,Ulmus,14/10/1998,NA,NA,Park,1998
-37.81596519,144.9781518,Pittosporum,10/12/1998,8,20,Park,1998
-37.8109719,144.9777925,Platanus,21/11/1997,NA,NA,Street,1997
-37.8163849,144.9769729,Pyrus,19/10/2010,NA,NA,Street,2010
-37.81416142,144.9801485,Ulmus,13/10/1998,5,10,Park,1998
-37.81272257,144.9814186,Ulmus,15/10/1998,131,10,Park,1998
-37.81579444,144.981846,Cedrus,13/10/1998,98,10,Park,1998
-37.81094925,144.9786353,Araucaria,14/10/1998,66,60,Park,1998
-37.81381659,144.9762206,Lagerstroemia,11/7/2016,NA,NA,Park,2016
-37.81286731,144.9802106,Archontophoenix,27/07/2016,NA,NA,Park,2016
-37.81369083,144.9774662,Ulmus,16/10/1998,121,30,Park,1998
-37.8140958,144.9747228,Aesculus,16/10/1998,45,20,Park,1998
-37.81626821,144.9807591,Elaeocarpus,12/5/2020,NA,NA,Park,2020
-37.81523395,144.9812913,Ulmus,14/08/2017,NA,NA,Park,2017
-37.81599764,144.9784039,Pittosporum,10/12/1998,14,30,Park,1998
-37.81564956,144.9803443,Araucaria,13/10/1998,57,60,Park,1998
-37.81642578,144.982076,Ficus,10/12/1998,129,60,Park,1998
-37.81378765,144.9749827,Ulmus,2/1/2000,140,20,Park,2000
-37.81513093,144.9818842,Ulmus,13/10/1998,125,10,Park,1998
-37.81535614,144.9794514,Acacia,2/9/2016,NA,NA,Park,2016
-37.81479477,144.9757143,Corymbia,16/10/1998,73,60,Park,1998
-37.814711,144.9828161,Ulmus,25/11/1997,78,20,Street,1997
-37.8151318,144.9798957,Acacia,2/9/2016,NA,NA,Park,2016
-37.81496487,144.976037,Brachychiton,1/1/2000,32,60,Park,2000
-37.81078136,144.9809993,Araucaria,14/10/1998,NA,NA,Park,1998
-37.81075227,144.9822727,Ficus,6/6/2013,NA,NA,Park,2013
-37.81314571,144.9830929,Ulmus,25/11/1997,80,20,Street,1997
-37.8130203,144.9827849,Cupressus,17/10/1998,83,60,Park,1998
-37.81594996,144.97489,Platanus,19/10/2012,NA,NA,Street,2012
-37.81499197,144.9820842,Quercus,14/10/1998,55,60,Park,1998
-37.81328869,144.9825436,Fraxinus,16/10/1998,77,60,Park,1998
-37.81601761,144.978575,Pittosporum,10/12/1998,13,20,Park,1998
-37.81398442,144.9757664,Ficus,16/10/1998,193,10,Park,1998
-37.8148674,144.9805107,Ulmus,,5,80,Park,NA
-37.81531309,144.9812711,Ulmus,,5,80,Park,NA
-37.8164521,144.9767404,Pyrus,19/10/2010,NA,NA,Street,2010
-37.81602405,144.9784513,Pittosporum,10/12/1998,11,10,Park,1998
-37.81638588,144.9816825,Backhousia,12/5/2020,NA,NA,Park,2020
-37.81453917,144.9805467,Pittosporum,11/10/2019,NA,NA,Park,2019
-37.81307235,144.9801275,Archontophoenix,8/5/2015,NA,NA,Park,2015
-37.81381176,144.976668,Eucalyptus,15/11/2019,NA,NA,Park,2019
-37.81460075,144.9797235,Syzygium,2/9/2016,NA,NA,Park,2016
-37.81395274,144.9818114,Quercus,5/6/2007,4,80,Park,2007
-37.81482702,144.9772866,Ulmus,16/10/1998,127,20,Park,1998
-37.81346017,144.9825799,Fraxinus,16/10/1998,64,60,Park,1998
-37.81169108,144.9825493,Liriodendron,15/10/1998,33,60,Park,1998
-37.81496116,144.9772369,Ulmus,18/10/1998,144,20,Park,1998
-37.81320355,144.9768938,Cedrus,20/01/2006,10,80,Park,2006
-37.81505194,144.9820285,Pinus,13/10/1998,95,20,Park,1998
-37.81631118,144.9804269,Aesculus,19/09/2019,NA,NA,Park,2019
-37.81600816,144.9783189,Pittosporum,10/12/1998,17,20,Park,1998
-37.81062417,144.9820122,Grevillea,16/10/2012,NA,NA,Park,2012
-37.81228512,144.9794738,Washingtonia,,31,60,Park,NA
-37.81206762,144.9793818,Agathis,,NA,NA,Park,NA
-37.81609665,144.9758107,Platanus,20/11/1997,45,10,Street,1997
-37.81321864,144.9770167,Cedrus,20/01/2006,18,80,Park,2006
-37.81364022,144.9823536,Cedrus,16/10/1998,82,20,Park,1998
-37.8165639,144.9811278,Pinus,10/9/1998,80,60,Park,1998
-37.8143614,144.9757827,Ulmus,16/10/1998,111,5,Park,1998
-37.81627873,144.9807366,UNKNOWN,12/5/2020,NA,NA,Park,2020
-37.8113938,144.9785777,Ulmus,14/10/1998,99,10,Park,1998
-37.81226741,144.9797963,Cordyline,18/05/2015,NA,NA,Park,2015
-37.81623107,144.9804271,Elaeocarpus,12/5/2020,NA,NA,Park,2020
-37.81175239,144.9797649,Cordyline,15/05/2015,NA,NA,Park,2015
-37.81250699,144.9803453,Syzygium,2/1/2000,65,20,Park,2000
-37.81580067,144.9814099,Phoenix,13/10/1998,NA,NA,Park,1998
-37.81451069,144.9820496,Phoenix,13/10/1998,69,60,Park,1998
-37.81074451,144.9757089,Quercus,21/06/2012,NA,NA,Street,2012
-37.81181803,144.9757947,Platanus,21/11/1997,NA,NA,Street,1997
-37.81273667,144.9797713,Ulmus,14/10/1998,126,5,Park,1998
-37.81232361,144.9823384,Ulmus,16/10/1998,NA,NA,Park,1998
-37.81606825,144.9787482,Ligustrum,10/12/1998,0,1,Park,1998
-37.8126049,144.9801799,Betula,14/10/1998,21,10,Park,1998
-37.81244047,144.9821214,Ulmus,16/10/1998,98,20,Park,1998
-37.81438682,144.9804384,Phoenix,12/3/2015,NA,NA,Park,2015
-37.81433624,144.9752999,Ulmus,2/11/2017,NA,NA,Park,2017
-37.81594356,144.9779312,Pittosporum,10/12/1998,13,20,Park,1998
-37.81620148,144.9799999,UNKNOWN,12/5/2020,NA,NA,Park,2020
-37.81266474,144.9803687,Chamaerops,22/09/2015,NA,NA,Park,2015
-37.81347329,144.9821465,Lagunaria,2/1/2000,66,30,Park,2000
-37.81251025,144.9797949,Jacaranda,,NA,NA,Park,NA
-37.81480223,144.9809358,Agathis,20/01/2006,11,80,Park,2006
-37.81167487,144.9752725,Taxodium,31/08/2018,NA,NA,Park,2018
-37.81244799,144.9795274,Ulmus,14/10/1998,122,20,Park,1998
-37.81392818,144.9757134,Cedrus,16/10/1998,NA,NA,Park,1998
-37.81640977,144.9819146,Fraxinus,14/05/2020,NA,NA,Park,2020
-37.81573983,144.9756881,Corymbia,10/12/1998,16,20,Park,1998
-37.81232983,144.9796736,Chiranthodendron,7/7/2015,NA,NA,Park,2015
-37.811767,144.9794663,Ulmus,14/10/1998,120,20,Park,1998
-37.81258678,144.9803685,Syzygium,2/1/2000,27,30,Park,2000
-37.81629373,144.980865,Backhousia,12/5/2020,NA,NA,Park,2020
-37.81436966,144.9761637,Ficus,16/10/1998,127,10,Park,1998
-37.81647125,144.9817739,Ulmus,27/03/2014,NA,NA,Park,2014
-37.8147424,144.9810887,Agathis,12/12/2006,8,80,Park,2006
-37.81631002,144.9811478,Elaeocarpus,11/5/2020,NA,NA,Park,2020
-37.81145857,144.979243,Cupressus,14/10/1998,103,60,Park,1998
-37.81290555,144.9803964,Chamaerops,7/7/2015,NA,NA,Park,2015
-37.81255404,144.9778677,Corymbia,21/11/1997,18,60,Street,1997
-37.81444656,144.9747607,Ulmus,2/1/2000,NA,NA,Park,2000
-37.81389663,144.9801156,Trachycarpus,5/5/2015,NA,NA,Park,2015
-37.81574198,144.9758758,Eucalyptus,10/12/1998,76,60,Park,1998
-37.81291347,144.9828615,Phoenix,16/10/1998,74,60,Park,1998
-37.81291205,144.9800609,Washingtonia,1/1/2000,25,60,Park,2000
-37.8145565,144.97872,Ulmus,10/12/1998,160,10,Park,1998
-37.8150752,144.9798324,Acacia,2/9/2016,NA,NA,Park,2016
-37.81104929,144.9756095,Platanus,21/11/1997,31,5,Street,1997
-37.81430419,144.9765856,Ulmus,14/09/2009,6,80,Park,2009
-37.81135293,144.9826472,Cupressus,15/10/1998,57,60,Park,1998
-37.81282221,144.9821686,Lophostemon,16/10/1998,60,30,Park,1998
-37.8117939,144.9820126,Thuja,15/10/1998,NA,NA,Park,1998
-37.81636439,144.9814855,Fraxinus,12/5/2020,NA,NA,Park,2020
-37.81571662,144.9821691,Ulmus,14/08/2017,NA,NA,Park,2017
-37.81284714,144.9826715,Araucaria,16/10/1998,125,60,Park,1998
-37.81625772,144.9806782,Elaeocarpus,12/5/2020,NA,NA,Park,2020
-37.81356902,144.9758475,Corymbia,12/12/2006,12,80,Park,2006
-37.8160289,144.9786765,Pittosporum,10/12/1998,10,10,Park,1998
-37.81336337,144.9792732,Ulmus,9/6/2020,NA,NA,Park,2020
-37.81340113,144.9796936,Ulmus,9/6/2020,NA,NA,Park,2020
-37.81553737,144.9812381,Cedrus,13/10/1998,91,20,Park,1998
-37.81065897,144.9788818,Araucaria,14/10/1998,56,60,Park,1998
-37.81411679,144.9824657,Araucaria,13/10/1998,102,60,Park,1998
-37.81487374,144.9802131,Ulmus,13/10/1998,105,5,Park,1998
-37.81558591,144.9822562,Ulmus,13/10/1998,107,20,Park,1998
-37.81071858,144.979115,Pinus,6/6/2013,NA,NA,Park,2013
-37.81189244,144.9795238,Syzygium,2/1/2000,47,30,Park,2000
-37.8109298,144.9774452,Populus,29/05/2020,NA,NA,Street,2020
-37.81369013,144.9809856,Cedrus,13/10/1998,111,20,Park,1998
-37.81482216,144.9803901,Ulmus,,3,80,Park,NA
-37.81161066,144.9819525,Cordyline,4/5/2015,NA,NA,Park,2015
-37.81129722,144.9808481,Ulmus,14/10/1998,119,20,Park,1998
-37.81190923,144.9794362,Magnolia,1/10/2019,NA,NA,Park,2019
-37.8164406,144.9783902,Platanus,20/11/1997,67,20,Street,1997
-37.81573909,144.9758335,Eucalyptus,10/12/1998,65,30,Park,1998
-37.81629467,144.981009,Elaeocarpus,11/5/2020,NA,NA,Park,2020
-37.81476915,144.9799687,Acacia,2/9/2016,NA,NA,Park,2016
-37.81648671,144.9767252,Pyrus,19/10/2010,NA,NA,Street,2010
-37.81542445,144.9787586,Livistona,2/1/2000,29,60,Park,2000
-37.81107821,144.9812566,Quercus,15/10/1998,81,60,Park,1998
-37.81427029,144.9758036,Ulmus,16/10/1998,NA,NA,Park,1998
-37.81626565,144.9770449,Platanus,20/11/1997,81,20,Street,1997
-37.81078997,144.98219,Grevillea,16/10/2012,NA,NA,Park,2012
-37.81538957,144.9777083,Schinus,10/12/1998,104,60,Park,1998
-37.81185367,144.9781732,Ulmus,14/10/1998,18,60,Park,1998
-37.81547401,144.9789369,Araucaria,10/12/1998,55,60,Park,1998
-37.81247802,144.9804846,Ulmus,14/10/1998,104,20,Park,1998
-37.81342758,144.9784673,Glochidion,13/10/1998,28,20,Park,1998
-37.81615424,144.9793582,Elaeocarpus,14/05/2020,NA,NA,Park,2020
-37.81476394,144.979728,Fraxinus,16/10/2014,NA,NA,Park,2014
-37.81363235,144.9825724,Pinus,16/10/1998,141,60,Park,1998
-37.81108188,144.9828595,Tilia,15/10/1998,57,60,Park,1998
-37.81378748,144.9806662,Ulmus,13/10/1998,163,10,Park,1998
-37.81491757,144.9798632,Acacia,2/9/2016,NA,NA,Park,2016
-37.81619059,144.9765051,Platanus,20/11/1997,76,20,Street,1997
-37.81601179,144.9785406,Pittosporum,10/12/1998,8,10,Park,1998
-37.81640287,144.9813383,Quercus,14/11/2016,NA,NA,Park,2016
-37.81504997,144.9798852,Syzygium,4/12/2014,NA,NA,Park,2014
-37.81063998,144.9790299,Pinus,6/6/2013,NA,NA,Park,2013
-37.81333147,144.9790164,Ulmus,9/6/2020,NA,NA,Park,2020
-37.81632759,144.9811633,UNKNOWN,12/5/2020,NA,NA,Park,2020
-37.81145526,144.9815403,Washingtonia,1/9/2015,NA,NA,Park,2015
-37.81634355,144.9813004,UNKNOWN,12/5/2020,NA,NA,Park,2020
-37.81307956,144.9828351,Corymbia,16/10/1998,69,20,Park,1998
-37.81315736,144.9772995,Agonis,16/10/1998,141,30,Park,1998
-37.81452938,144.9812998,Ulmus,13/10/1998,97,5,Park,1998
-37.81087318,144.9768715,Populus,29/05/2020,NA,NA,Street,2020
-37.81194164,144.9797863,Celtis,,NA,NA,Park,NA
-37.81154449,144.9796131,Pinus,14/10/1998,98,60,Park,1998
-37.81284604,144.9819555,Aesculus,16/10/1998,NA,NA,Park,1998
-37.81317714,144.9816088,Quercus,16/10/1998,106,30,Park,1998
-37.81225776,144.9796804,Cordyline,18/05/2015,NA,NA,Park,2015
-37.81063,144.98169,Grevillea,30/04/2014,NA,NA,Park,2014
-37.81190251,144.9765415,Platanus,21/11/1997,36,20,Street,1997
-37.81419891,144.9825774,Taxodium,14/07/2000,27,80,Park,2000
-37.81595563,144.9780307,Pittosporum,10/12/1998,NA,NA,Park,1998
-37.81357319,144.976562,Lagerstroemia,27/07/2016,NA,NA,Park,2016
-37.81157793,144.9809635,Grevillea,16/10/1998,59,20,Park,1998
-37.81618068,144.979591,Backhousia,2/6/2020,NA,NA,Park,2020
-37.81579333,144.9784032,Ulmus,10/12/1998,38,60,Street,1998
-37.81455148,144.9775358,Corymbia,21/11/1997,29,60,Street,1997
-37.81288812,144.9802944,Archontophoenix,8/5/2015,NA,NA,Park,2015
-37.81519662,144.9801808,Ulmus,13/10/1998,103,10,Park,1998
-37.81429816,144.9813957,Phoenix,13/10/1998,79,60,Park,1998
-37.81248532,144.9796812,Trachycarpus,,NA,NA,Street,NA
-37.81509959,144.9816333,Ulmus,13/10/1998,NA,NA,Park,1998
-37.81277274,144.9783913,Platanus,14/10/1998,87,20,Park,1998
-37.81633846,144.9813922,Elaeocarpus,11/5/2020,NA,NA,Park,2020
-37.81158377,144.9826977,Fraxinus,15/10/1998,51,60,Park,1998
