Latitude,Longitude,Genus,Date.Planted,Diameter.Breast.Height,Useful.Life.Expectency.Value,Located.in,Year.Planted
-37.81616305,144.9792938,Backhousia,14/05/2020,NA,NA,Park,2020
-37.81633352,144.9813568,Elaeocarpus,11/5/2020,NA,NA,Park,2020
-37.81082998,144.98209,Grevillea,30/04/2014,NA,NA,Park,2014
-37.81631359,144.9811824,Elaeocarpus,11/5/2020,NA,NA,Park,2020
-37.81175261,144.9787014,Ulmus,14/10/1998,123,10,Park,1998
-37.81441974,144.9823586,Syzygium,2/1/2000,104,60,Park,2000
-37.81649261,144.9804072,Pinus,10/9/1998,83,60,Park,1998
-37.81177338,144.979985,Ulmus,2/1/2000,66,60,Park,2000
-37.81632506,144.9812836,Elaeocarpus,11/5/2020,NA,NA,Park,2020
-37.81619787,144.9799047,Fraxinus,12/5/2020,NA,NA,Park,2020
-37.81224254,144.9829824,Calodendrum,16/10/1998,76,30,Park,1998
-37.81214034,144.978536,Quercus,14/10/1998,NA,NA,Park,1998
-37.81311963,144.9770287,Cedrus,20/01/2006,7,80,Park,2006
-37.81411819,144.9815164,Quercus,13/10/1998,78,60,Park,1998
-37.81515293,144.9759995,Brachychiton,16/10/1998,67,60,Park,1998
-37.81339011,144.979561,Ulmus,9/6/2020,NA,NA,Park,2020
-37.81167685,144.9820398,Maclura,4/5/2015,NA,NA,Park,2015
-37.81330434,144.97698,Gleditsia,2/1/2000,39,20,Park,2000
-37.8140973,144.982101,Olea,2/1/2000,58,20,Park,2000
-37.81407636,144.9758667,Ficus,16/10/1998,182,30,Park,1998
-37.81573973,144.9756612,Corymbia,10/12/1998,45,60,Park,1998
-37.81474657,144.9787471,Liriodendron,10/12/1998,82,60,Park,1998
-37.81603167,144.9831154,Platanus,25/11/1997,NA,NA,Street,1997
-37.81403736,144.9818271,Cupressus,2/1/2000,111,60,Park,2000
-37.81518156,144.9761972,Lophostemon,16/10/1998,89,20,Park,1998
-37.81619894,144.9799361,Grevillea,12/5/2020,NA,NA,Park,2020
-37.81573386,144.9812978,Araucaria,13/10/1998,63,60,Park,1998
-37.81088004,144.98234,Grevillea,16/10/2012,NA,NA,Park,2012
-37.81370478,144.9781576,Ulmus,10/12/1998,155,10,Park,1998
-37.81182125,144.9797234,Ligustrum,1/1/2000,54,20,Park,2000
-37.81546228,144.9804063,Cedrus,13/10/1998,NA,NA,Park,1998
-37.81466335,144.9775169,Corymbia,1/1/2000,23,60,Street,2000
-37.8145996,144.9752653,Populus,31/08/2018,NA,NA,Park,2018
-37.81148671,144.9824609,Araucaria,15/10/1998,93,60,Park,1998
-37.81425166,144.9754278,Ulmus,16/10/1998,28,20,Park,1998
-37.81309547,144.9808818,Ulmus,15/10/1998,118,20,Park,1998
-37.81622188,144.9781957,Ulmus,10/12/1998,7,10,Park,1998
-37.81227009,144.9811192,Fraxinus,16/10/1998,57,30,Park,1998
-37.81507314,144.9764534,Quercus,16/10/1998,61,10,Park,1998
-37.81082749,144.9829914,Phoenix,15/10/1998,85,60,Park,1998
-37.81260744,144.9824935,Ulmus,16/10/1998,58,60,Park,1998
-37.81070757,144.9827828,Koelreuteria,2/1/2000,37,60,Park,2000
-37.81393135,144.9805846,Ulmus,13/10/1998,121,20,Park,1998
-37.81146242,144.981911,Ilex,15/10/1998,26,30,Park,1998
-37.81200334,144.9800051,Washingtonia,,NA,NA,Street,NA
-37.81351945,144.9827578,Brachychiton,2/1/2000,32,80,Park,2000
-37.8116466,144.9799703,Araucaria,14/10/1998,86,60,Park,1998
-37.813303,144.9803139,Archontophoenix,7/7/2015,NA,NA,Park,2015
-37.81599553,144.9783703,Pittosporum,10/12/1998,NA,NA,Park,1998
-37.81553364,144.9794811,Ficus,10/12/1998,172,10,Park,1998
-37.81387138,144.977647,Corymbia,1/1/2000,22,60,Street,2000
-37.81153054,144.9826206,Magnolia,15/10/1998,70,20,Park,1998
-37.81114608,144.9793715,Liquidambar,14/10/1998,24,10,Park,1998
-37.81600463,144.9784699,Pittosporum,10/12/1998,14,20,Park,1998
-37.81574329,144.9759203,Eucalyptus,10/12/1998,50,60,Park,1998
-37.81290601,144.9768795,Chamaerops,22/10/2019,NA,NA,Park,2019
-37.81265,144.97983,Araucaria,31/07/2013,NA,NA,Park,2013
-37.81627012,144.98066,Grevillea,12/5/2020,NA,NA,Park,2020
-37.81645699,144.9785312,Platanus,20/11/1997,79,30,Street,1997
-37.8145975,144.9788934,Ulmus,10/12/1998,33,60,Park,1998
-37.8149091,144.9797529,Acacia,2/9/2016,NA,NA,Park,2016
-37.81374996,144.9815793,Cedrus,13/10/1998,87,30,Park,1998
-37.81440436,144.9826235,Calodendrum,14/07/2000,12,10,Park,2000
-37.81386438,144.9827866,Magnolia,14/07/2000,19,60,Park,2000
-37.81331647,144.9788772,Ulmus,9/6/2020,NA,NA,Park,2020
-37.81446455,144.9818395,Lophostemon,13/10/1998,74,30,Park,1998
-37.81118043,144.9795663,Pinus,14/10/1998,NA,NA,Park,1998
-37.81584903,144.9788919,Pittosporum,3/1/2020,NA,NA,Street,2020
-37.81261748,144.9789277,Platanus,14/10/1998,77,10,Park,1998
-37.81295236,144.9802459,Phoenix,8/5/2015,NA,NA,Park,2015
-37.81158316,144.9814,Cordyline,15/10/1998,37,20,Park,1998
-37.81134861,144.9750924,Platanus,21/11/1997,NA,NA,Street,1997
-37.81329305,144.977744,Corymbia,21/11/1997,28,60,Street,1997
-37.81453832,144.9818793,Phoenix,13/10/1998,73,60,Park,1998
-37.81583825,144.9787361,Schinus,10/12/1998,68,60,Street,1998
-37.81416022,144.9799474,Pittosporum,1/1/2000,29,20,Park,2000
-37.81622712,144.9803913,Elaeocarpus,12/5/2020,NA,NA,Park,2020
-37.81589501,144.9822557,Ficus,21/03/2012,NA,NA,Park,2012
-37.81497082,144.9799625,Syzygium,2/9/2016,NA,NA,Park,2016
-37.81560149,144.9767412,Acacia,24/08/2017,NA,NA,Street,2017
-37.8116118,144.9813883,Cordyline,4/5/2015,NA,NA,Park,2015
-37.8126226,144.9802714,Archontophoenix,15/05/2015,NA,NA,Park,2015
-37.81381244,144.9801144,Fagus,1/1/2000,35,60,Park,2000
-37.81144716,144.9750329,Platanus,21/11/1997,60,5,Street,1997
-37.81116685,144.9823801,Grevillea,2/1/2000,49,10,Park,2000
-37.813277,144.9802532,Pittosporum,2/1/2000,43,30,Park,2000
-37.81383675,144.9805126,Ulmus,13/10/1998,106,10,Park,1998
-37.81279562,144.9793044,Platanus,14/10/1998,78,5,Park,1998
-37.81643724,144.9821977,UNKNOWN,22/07/2019,NA,NA,Park,2019
-37.81168094,144.9782114,Ulmus,14/10/1998,114,20,Park,1998
-37.81424025,144.9830441,Tilia,11/8/2014,NA,NA,Street,2014
-37.81293303,144.9831248,Ulmus,25/11/1997,75,20,Street,1997
-37.81192714,144.9753532,Platanus,21/11/1997,45,20,Street,1997
-37.81325831,144.9827116,Agathis,2/1/2000,21,80,Park,2000
-37.81323561,144.9771493,Cedrus,20/01/2006,15,80,Park,2006
-37.81184038,144.9795045,Washingtonia,18/05/2015,NA,NA,Park,2015
-37.81066004,144.98176,Grevillea,30/04/2014,NA,NA,Park,2014
-37.81617638,144.9797292,Elaeocarpus,14/05/2020,NA,NA,Park,2020
-37.81610193,144.9773613,Ulmus,10/12/1998,63,10,Park,1998
-37.8149215,144.980418,Araucaria,13/10/1998,91,60,Park,1998
-37.81650873,144.9762916,Acer,17/06/2014,NA,NA,Street,2014
-37.81062003,144.98196,Grevillea,16/10/2012,NA,NA,Park,2012
-37.81469659,144.9758901,Populus,1/1/2000,19,80,Park,2000
-37.81559095,144.9795596,Phoenix,10/12/1998,86,60,Park,1998
-37.81429734,144.9826102,Phoenix,13/10/1998,73,60,Park,1998
-37.81265806,144.9790026,Platanus,14/10/1998,73,5,Park,1998
-37.81637853,144.9794834,Pinus,10/9/1998,73,60,Park,1998
-37.814897,144.9818486,Agathis,20/01/2006,12,80,Park,2006
-37.81259181,144.9796688,Cordyline,18/05/2015,NA,NA,Park,2015
-37.81622099,144.9767536,Platanus,20/11/1997,72,20,Street,1997
-37.81635967,144.9814471,UNKNOWN,12/5/2020,NA,NA,Park,2020
-37.81375604,144.9816816,Cedrus,13/10/1998,110,20,Park,1998
-37.81230371,144.9797007,Taxus,1/1/2000,30,20,Park,2000
-37.81465772,144.9820947,Quercus,13/10/1998,NA,NA,Park,1998
-37.81157505,144.9749546,Platanus,21/11/1997,66,5,Street,1997
-37.81530248,144.9801741,Ulmus,13/10/1998,97,5,Park,1998
-37.81610441,144.9783926,Ulmus,10/12/1998,75,20,Park,1998
-37.81421453,144.9808281,Ulmus,13/10/1998,122,10,Park,1998
-37.81225917,144.9787754,Lophostemon,1/1/2000,64,60,Park,2000
-37.81534998,144.9795808,Acacia,2/9/2016,NA,NA,Park,2016
-37.81362214,144.9745341,Washingtonia,16/10/1998,52,60,Park,1998
-37.81337688,144.9794149,Ulmus,9/6/2020,NA,NA,Park,2020
-37.81642442,144.9765508,Pyrus,19/10/2010,NA,NA,Street,2010
-37.81247464,144.9806238,Ulmus,14/10/1998,110,20,Park,1998
-37.8126249,144.9802317,Washingtonia,7/7/2015,NA,NA,Park,2015
-37.81125766,144.9800127,Ficus,14/10/1998,191,60,Park,1998
-37.81378658,144.9765191,Eucalyptus,25/06/2020,NA,NA,Park,2020
-37.81276431,144.9792494,Platanus,14/10/1998,70,5,Park,1998
-37.81126738,144.9801226,Ficus,2/1/2000,162,20,Park,2000
-37.81249507,144.9831992,Ulmus,24/11/1997,74,20,Street,1997
-37.81643701,144.976649,Prunus,22/08/2018,NA,NA,Street,2018
-37.81450513,144.9829981,Tilia,1/6/2018,NA,NA,Street,2018
-37.81631957,144.9810948,Grevillea,12/5/2020,NA,NA,Park,2020
-37.81489428,144.9774776,Corymbia,1/1/2000,30,60,Street,2000
-37.81360624,144.9760673,Aesculus,16/08/2016,NA,NA,Park,2016
-37.81619353,144.9793792,Vitex,14/11/2016,NA,NA,Park,2016
-37.81536966,144.9827051,Ulmus,25/11/1997,71,20,Street,1997
-37.81562707,144.9769028,Ulmus,10/12/1998,68,1,Street,1998
-37.81642233,144.976959,Pyrus,29/09/2015,NA,NA,Street,2015
-37.81550544,144.9810212,Cedrus,13/10/1998,93,30,Park,1998
-37.81185305,144.9748757,Quercus,31/08/2018,NA,NA,Street,2018
-37.8124082,144.9795617,Washingtonia,16/10/1998,30,60,Park,1998
-37.81575711,144.9780835,Schinus,10/12/1998,74,60,Street,1998
-37.81335053,144.9821766,Quercus,16/10/1998,96,60,Park,1998
-37.81104996,144.98259,Grevillea,6/6/2013,NA,NA,Park,2013
-37.81625284,144.9805091,Fraxinus,12/5/2020,NA,NA,Park,2020
-37.81447542,144.9790576,Ulmus,10/12/1998,25,60,Park,1998
-37.81580524,144.9750477,Ulmus,10/12/1998,NA,NA,Street,1998
-37.8143745,144.9800877,Ulmus,13/10/1998,123,20,Park,1998
-37.81623605,144.9803395,UNKNOWN,12/5/2020,NA,NA,Park,2020
-37.81469054,144.9753969,Cinnamomum,12/10/2018,NA,NA,Park,2018
-37.81449716,144.9758643,Phoenix,1/1/2000,63,60,Park,2000
-37.81258419,144.9786419,Platanus,14/10/1998,73,10,Park,1998
-37.8129493,144.9820072,Magnolia,16/10/1998,NA,NA,Park,1998
-37.81241728,144.9827509,Jacaranda,18/10/1998,28,10,Park,1998
-37.81479122,144.9786497,Pyrus,5/5/2015,NA,NA,Park,2015
-37.8149619,144.978104,Ulmus,10/12/1998,49,60,Park,1998
-37.81505303,144.9767307,Ficus,16/10/1998,222,60,Park,1998
-37.81114389,144.9791175,Metasequoia,1/1/2000,NA,NA,Park,2000
-37.81333332,144.9758188,Agonis,16/10/1998,125,10,Park,1998
-37.81633189,144.9811985,Fraxinus,12/5/2020,NA,NA,Park,2020
-37.81348635,144.9801958,Syzygium,2/1/2000,20,60,Park,2000
-37.81148212,144.9820245,Syagrus,1/9/2015,NA,NA,Park,2015
-37.81401011,144.9819196,Quercus,5/6/2007,4,80,Park,2007
-37.81209629,144.9793404,Jacaranda,16/10/1998,43,30,Park,1998
-37.81529499,144.979974,Ulmus,10/12/1998,123,10,Park,1998
-37.81404313,144.9801876,Ulmus,13/10/1998,123,20,Park,1998
-37.81546991,144.9807725,Cedrus,13/10/1998,79,20,Park,1998
-37.81391923,144.9784446,Brahea,5/5/2015,NA,NA,Park,2015
-37.8111533,144.9820365,Ulmus,15/10/1998,112,10,Park,1998
-37.81402647,144.9794209,Magnolia,13/10/1998,93,10,Park,1998
-37.81247521,144.979339,Ulmus,14/10/1998,15,80,Park,1998
-37.81170446,144.9820521,Cordyline,4/5/2015,NA,NA,Park,2015
-37.81349752,144.9803011,Trachycarpus,8/5/2015,NA,NA,Park,2015
-37.81163736,144.9806294,Ulmus,14/10/1998,124,20,Park,1998
-37.81466856,144.9785289,Ulmus,10/12/1998,156,20,Park,1998
-37.8135498,144.978301,Ficus,10/12/1998,245,20,Park,1998
-37.81448997,144.9800741,Ulmus,13/10/1998,NA,NA,Park,1998
-37.81109355,144.9782851,Ficus,14/10/1998,207,30,Park,1998
-37.81200307,144.9795429,Washingtonia,16/10/1998,NA,NA,Park,1998
-37.8147595,144.9825069,Calodendrum,27/05/2010,8,60,Park,2010
-37.8130814,144.9817223,Quercus,16/10/1998,96,60,Park,1998
-37.81572408,144.9814108,Lophostemon,13/10/1998,90,30,Park,1998
-37.81539796,144.9817585,Cedrus,1/1/2000,58,20,Park,2000
-37.81652223,144.9807053,Pinus,10/9/1998,81,60,Park,1998
-37.81599627,144.9782295,Pittosporum,10/12/1998,14,30,Park,1998
-37.81084655,144.9809276,Ulmus,14/10/1998,111,10,Park,1998
-37.81620055,144.9780554,Ulmus,10/12/1998,87,30,Park,1998
-37.8137546,144.974785,Brachychiton,16/10/1998,NA,NA,Park,1998
-37.81131434,144.9815732,Pinus,15/10/1998,79,60,Park,1998
-37.81386238,144.9766667,Corymbia,15/11/2019,NA,NA,Park,2019
-37.81584116,144.9787852,Acacia,22/08/2017,NA,NA,Street,2017
-37.81330943,144.9827814,Eucalyptus,9/10/2017,NA,NA,Park,2017
-37.81113198,144.9753397,Washingtonia,10/8/2015,NA,NA,Park,2015
-37.81632853,144.9813177,Elaeocarpus,11/5/2020,NA,NA,Park,2020
-37.81508681,144.9750786,Phoenix,2/1/2000,67,60,Park,2000
-37.81455109,144.9797596,Acacia,4/12/2014,NA,NA,Park,2014
-37.81444444,144.9789018,Ulmus,10/12/1998,34,60,Park,1998
-37.81433265,144.9751904,Ulmus,2/11/2017,NA,NA,Park,2017
-37.811636,144.9780194,Corymbia,21/11/1997,39,60,Street,1997
-37.81285315,144.9794324,Platanus,14/10/1998,83,10,Park,1998
-37.81506304,144.9797328,Acacia,26/04/2016,NA,NA,Park,2016
-37.81536822,144.978454,Lophostemon,10/12/1998,78,60,Park,1998
-37.81602033,144.9786076,Pittosporum,10/12/1998,10,10,Park,1998
-37.81282621,144.9785718,Ginkgo,14/10/1998,59,60,Park,1998
-37.81398231,144.9773952,Ulmus,16/10/1998,128,20,Park,1998
-37.81162273,144.9807647,Ulmus,14/10/1998,37,30,Park,1998
-37.81424393,144.9796367,Ginkgo,,1,80,Park,NA
-37.81533583,144.9806104,Ficus,13/10/1998,248,60,Park,1998
-37.81611789,144.9785265,Ulmus,10/12/1998,NA,NA,Park,1998
-37.81516431,144.9746803,Ulmus,20/11/1997,70,10,Street,1997
-37.81617143,144.979609,Elaeocarpus,14/05/2020,NA,NA,Park,2020
-37.81621044,144.9802226,Elaeocarpus,12/5/2020,NA,NA,Park,2020
-37.81222602,144.9797267,Cordyline,18/05/2015,NA,NA,Park,2015
-37.81372965,144.9752415,Ficus,16/10/1998,216,60,Park,1998
-37.8141071,144.980045,Archontophoenix,5/5/2015,NA,NA,Park,2015
-37.81355144,144.9763552,Fraxinus,1/1/2000,29,10,Park,2000
-37.8146302,144.9798906,Acacia,26/06/2017,NA,NA,Park,2017
-37.81349941,144.9809259,Cedrus,16/10/1998,86,20,Park,1998
-37.8120998,144.9811316,Magnolia,16/10/1998,NA,NA,Park,1998
-37.81447022,144.9754447,Fraxinus,16/10/1998,81,10,Park,1998
-37.81178901,144.9814483,Quercus,2/7/2007,5,80,Park,2007
-37.81445382,144.9825435,Agathis,14/07/2000,19,80,Park,2000
-37.81634228,144.9775716,Platanus,20/11/1997,60,20,Street,1997
-37.81513507,144.9798292,Acacia,2/9/2016,NA,NA,Park,2016
-37.81647391,144.9766303,Pyrus,19/10/2010,NA,NA,Street,2010
-37.81591175,144.9769346,Araucaria,10/12/1998,34,80,Park,1998
-37.81629073,144.9802436,Brachychiton,14/11/2016,NA,NA,Park,2016
-37.8153223,144.9820289,Ulmus,13/10/1998,126,5,Park,1998
-37.81286542,144.9802422,Ceiba,22/09/2015,NA,NA,Park,2015
-37.81362291,144.9822634,Cedrus,16/10/1998,35,10,Park,1998
-37.81192446,144.9794733,Syzygium,9/11/2011,NA,NA,Park,2011
-37.81461918,144.9798576,Acacia,2/9/2016,NA,NA,Park,2016
-37.81549938,144.9821922,Ulmus,13/10/1998,131,20,Park,1998
-37.81590144,144.9758836,Ulmus,10/12/1998,73,10,Park,1998
-37.81223748,144.9797326,Cordyline,18/05/2015,NA,NA,Park,2015
-37.81393368,144.980216,Ulmus,13/10/1998,130,20,Park,1998
-37.81152098,144.9780385,Corymbia,21/11/1997,34,60,Street,1997
-37.81476514,144.9802288,Ulmus,13/10/1998,101,5,Park,1998
-37.81371946,144.9812558,Cedrus,13/10/1998,NA,NA,Park,1998
-37.81623397,144.9799869,Firmiana,14/11/2016,NA,NA,Park,2016
-37.81627361,144.9808057,Elaeocarpus,12/5/2020,NA,NA,Park,2020
-37.81104018,144.9750743,Pistacia,15/04/2020,NA,NA,Street,2020
-37.81212934,144.9815405,Quercus,15/10/1998,57,60,Park,1998
-37.8120905,144.9798011,UNKNOWN,27/11/2019,NA,NA,Park,2019
-37.81545896,144.9792887,Melaleuca,1/1/2000,81,60,Park,2000
-37.81457241,144.9792689,Ficus,1/1/2000,200,60,Park,2000
-37.81065002,144.98238,Grevillea,16/10/2012,NA,NA,Park,2012
-37.81483701,144.9765098,Ficus,16/10/1998,198,60,Park,1998
-37.81502832,144.9817865,Ulmus,13/10/1998,132,10,Park,1998
-37.8128035,144.9774169,Ficus,16/10/1998,177,20,Park,1998
-37.81627911,144.9763443,Acer,2/5/2019,NA,NA,Street,2019
-37.81102758,144.9798603,Ficus,14/10/1998,260,60,Park,1998
-37.81383969,144.9753626,Ficus,16/10/1998,219,30,Park,1998
-37.81352414,144.9765287,Ginkgo,11/7/2016,NA,NA,Park,2016
-37.81218205,144.9794746,UNKNOWN,27/04/2012,NA,NA,Park,2012
-37.81197656,144.9793531,Ficus,18/05/2015,NA,NA,Park,2015
-37.81618377,144.9796559,Fraxinus,12/5/2020,NA,NA,Park,2020
-37.81432831,144.9750641,Ulmus,,3,80,Park,NA
-37.81085426,144.9831442,Calodendrum,15/10/1998,38,20,Park,1998
-37.81441834,144.9819193,Quercus,5/6/2007,3,80,Park,2007
-37.81138644,144.9831672,Stenocarpus,14/07/2000,5,60,Park,2000
-37.81378537,144.9819573,Erythrina,13/10/1998,30,60,Park,1998
